id,id_client,id_product,qtd,total,sale_date
2313,17,146,7,3472.0,22-01-2024
2314,45,49,4,50404.15,2024-10-07
2315,18,38,3,75413.85,21-07-2023
2316,12,29,11,401614.0,18-05-2023
2317,20,107,15,22701.0,01-08-2024
2318,25,73,9,1288439.0,19-05-2023
2319,3,38,10,251380.45,2023-10-26
2320,41,138,7,27816.95,10-07-2023
2321,24,9,3,113160.2,2024-09-05
2322,29,147,6,18180.0,31-01-2023
2323,32,35,2,20910.45,09-01-2024
2324,43,18,15,378657.65,22-01-2024
2325,38,116,1,2447.2,2024-11-18
2326,19,111,11,44781.1,05-12-2024
2327,17,81,5,580204.9,2024-03-26
2328,19,30,6,193487.0,2024-10-11
2329,31,135,15,24668.0,05-10-2023
2330,37,78,5,608808.0,2024-05-23
2331,12,49,6,75606.7,15-06-2023
2332,33,109,12,7472.0,2024-09-17
2333,3,18,6,159435.0,05-01-2023
2335,8,76,7,985518.6,01-02-2024
2336,4,5,15,355035.0,22-10-2023
2337,20,81,1,122148.0,24-10-2023
2338,41,96,1,67089.95,26-12-2024
2339,9,5,8,189352.0,2024-01-06
2340,13,109,11,6507.5,2023-09-20
2341,9,128,15,69761.0,2023-05-18
2342,34,30,10,322479.0,2023-02-18
2343,42,126,4,10172.6,01-05-2024
2344,48,41,5,50350.0,23-04-2023
2345,17,32,1,12502.0,11-12-2024
2346,2,30,11,354727.0,2023-08-07
2347,39,128,1,4651.0,2024-04-03
2348,5,18,12,302925.55,09-09-2024
2349,13,42,1,5993.0,14-06-2023
2350,34,85,13,476446.85,22-10-2023
2351,26,24,3,69697.0,2023-05-13
2352,27,73,1,136002.0,2023-06-29
2353,2,68,13,826178.9,15-08-2024
2354,3,31,6,49699.0,2023-09-30
2355,4,150,5,7816.6,2023-12-17
2356,47,34,3,14015.35,2023-06-25
2357,33,131,12,11563.0,28-09-2023
2358,34,67,9,733495.95,03-08-2024
2359,31,69,12,543180.0,17-02-2023
2360,9,58,6,652948.0,16-04-2023
2361,13,29,4,146041.0,26-08-2024
2362,33,12,5,13631.0,09-07-2024
2363,27,61,4,112075.0,11-03-2023
2364,49,63,1,132960.1,16-07-2024
2365,22,115,3,2367.4,2024-09-16
2366,27,108,6,20073.0,19-07-2024
2367,19,149,9,9949.35,24-12-2023
2368,23,58,2,206766.55,02-09-2024
2369,26,60,8,826508.55,2023-05-11
2370,30,113,7,29226.75,2024-05-15
2371,1,144,7,14724.05,02-12-2024
2372,20,69,2,90530.0,2024-08-30
2374,11,122,5,6612.0,17-03-2023
2375,49,116,14,34254.15,31-05-2024
2376,41,112,9,18647.55,11-07-2023
2377,30,6,5,56145.95,20-04-2024
2378,31,114,14,11190.0,2023-12-25
2379,39,7,10,195188.0,2023-10-23
2380,5,47,10,61230.0,23-05-2024
2381,23,41,3,30210.0,11-11-2023
2382,36,88,1,45919.2,19-07-2023
2383,26,102,9,7488.0,23-07-2023
2384,43,42,6,35957.0,2023-07-04
2385,21,43,14,491356.0,22-06-2024
2386,15,97,13,1671388.2,14-07-2024
2387,47,141,4,19127.0,06-02-2024
2388,41,41,15,151050.0,13-11-2023
2389,17,145,1,4132.5,21-02-2024
2390,45,43,12,400103.9,19-12-2024
2391,1,142,4,3306.0,2023-03-19
2392,14,63,13,1819450.0,2024-12-26
2393,22,54,14,1701487.0,2024-03-22
2394,19,11,11,398551.0,2024-11-09
2395,14,49,12,159171.0,24-01-2023
2396,34,45,13,128748.0,2023-06-23
2397,19,112,3,6543.0,07-05-2024
2398,2,46,9,42611.3,2024-10-07
2399,41,36,11,248615.0,2023-07-12
2400,39,2,10,132982.9,2024-05-12
2401,37,148,9,43070.0,05-09-2023
2402,35,45,10,94085.15,11-10-2023
2403,21,131,8,7323.55,2024-05-09
2404,3,123,8,22217.0,2024-08-29
2405,42,57,15,1692766.05,03-10-2024
2406,45,111,2,8141.5,2024-02-22
2407,48,66,10,119430.2,22-07-2024
2408,41,7,1,19519.0,06-01-2024
2409,16,16,15,427585.5,08-06-2023
2410,44,125,5,17010.0,16-04-2023
2411,31,16,10,285057.0,2023-11-11
2412,47,84,3,123758.4,21-04-2024
2413,31,134,1,4482.1,2023-04-09
2414,42,45,12,118845.0,11-12-2024
2415,39,119,3,9767.0,17-03-2024
2416,9,119,14,45581.0,31-08-2023
2417,24,110,7,17469.0,24-02-2023
2418,18,102,9,7113.6,2024-03-18
2419,40,22,10,374802.55,31-01-2023
2420,16,7,7,136631.0,2023-04-07
2421,35,97,7,947345.0,2023-02-09
2422,49,19,7,115026.0,2024-11-11
2423,14,22,13,512887.0,04-06-2023
2424,49,25,10,121265.0,28-03-2024
2425,43,133,3,5678.0,25-07-2024
2426,42,120,11,32650.55,23-06-2024
2427,33,100,3,298110.95,2023-04-25
2428,21,126,15,40156.0,29-01-2024
2429,39,33,6,40295.0,23-11-2023
2431,9,62,8,817776.0,2024-08-25
2432,12,49,13,163813.25,2024-02-03
2433,35,116,9,23180.0,23-11-2023
2434,11,5,5,112427.75,18-09-2024
2435,32,122,5,6612.0,20-05-2024
2436,39,90,8,632779.0,2024-11-16
2437,26,7,6,111257.35,2023-09-27
2438,11,8,12,59810.0,13-01-2023
2439,21,115,6,4734.8,2023-08-29
2440,34,125,11,35551.85,18-04-2023
2441,20,16,1,28505.7,2023-09-25
2442,45,15,14,371067.15,22-07-2023
2443,24,106,11,48234.0,2023-12-05
2444,49,147,2,5757.0,19-08-2023
2445,49,92,13,1097347.85,2023-02-03
2446,7,96,11,776829.0,2024-05-09
2447,15,129,3,9309.05,2024-11-24
2448,36,59,6,496847.15,15-03-2023
2449,45,22,13,512887.0,27-11-2023
2450,30,16,6,180036.0,2023-04-26
2451,5,33,15,95700.15,2023-10-10
2452,40,110,8,19964.0,18-06-2024
2453,5,46,13,61549.55,21-02-2024
2455,35,111,13,52922.6,12-08-2024
2456,34,31,1,7868.85,2023-03-07
2457,33,27,3,47057.3,2024-06-02
2458,42,115,7,5523.3,29-08-2023
2459,35,64,8,847441.8,18-05-2023
2460,19,3,13,111448.3,2024-02-08
2461,26,44,3,32421.0,19-01-2023
2462,8,106,5,20827.8,08-04-2024
2463,26,131,11,10599.0,2023-03-13
2464,42,99,6,611420.0,2023-02-23
2465,9,10,3,91294.05,17-05-2023
2466,44,126,2,5086.3,2023-09-17
2467,13,64,8,847441.8,2024-09-09
2468,32,39,4,118531.0,17-08-2024
2469,24,142,8,6280.45,2024-12-19
2470,47,44,7,75648.0,2023-04-14
2471,9,81,13,1587930.0,2023-02-25
2472,36,21,11,96080.0,2024-03-16
2473,42,29,11,381533.3,18-07-2023
2474,8,9,9,339482.5,17-06-2024
2475,48,52,1,13018.8,2023-05-18
2476,25,126,10,25432.45,01-02-2023
2477,35,18,4,106290.0,2023-07-10
2478,37,68,9,602074.0,12-05-2023
2479,5,78,4,487046.0,2024-12-29
2480,5,53,9,458921.25,2024-05-30
2481,3,31,5,41416.0,2024-07-22
2482,8,98,9,714250.0,28-02-2023
2483,25,9,11,414922.0,2023-08-01
2484,26,136,13,24373.2,2024-01-17
2485,26,69,11,473019.25,13-04-2023
2486,14,23,1,11179.0,2023-02-04
2487,48,11,2,72464.0,2024-01-18
2488,29,72,4,398659.0,2024-02-17
2489,49,85,6,231472.0,2023-06-12
2490,11,60,11,1136448.9,13-05-2023
2491,22,60,1,108751.0,29-08-2023
2492,29,35,1,11006.0,24-01-2023
2493,22,78,8,974092.0,2023-11-17
2494,24,74,13,1068997.95,2024-10-09
2495,19,109,8,4982.0,01-11-2023
2496,46,46,6,28407.85,2024-07-14
2497,12,57,6,712743.0,05-05-2023
2498,17,47,4,23267.4,2023-03-19
2499,12,143,13,57674.0,10-04-2023
2500,20,86,2,187046.0,2024-05-18
2501,45,131,5,4577.1,2024-04-06
2502,2,16,15,427585.5,13-06-2024
2503,18,91,6,809316.0,20-02-2023
2504,39,64,3,317791.15,01-07-2024
2505,16,37,9,54609.0,2023-08-09
2506,8,142,7,5785.0,2024-02-20
2507,21,142,7,5495.75,21-08-2023
2508,18,73,6,816012.0,22-11-2024
2509,12,34,15,70074.85,2024-06-17
2510,40,24,4,88282.55,18-11-2023
2511,7,123,1,2777.0,24-11-2024
2512,36,131,1,915.8,26-04-2024
2513,8,82,3,147156.9,01-02-2023
2514,11,13,12,88316.75,18-03-2024
2515,23,133,5,8990.8,2024-09-26
2516,4,101,2,927.0,2023-07-04
2517,10,10,3,96099.0,2023-11-02
2518,36,134,9,40335.1,08-06-2023
2519,45,135,11,17185.5,08-07-2023
2520,4,88,10,483365.0,2024-10-02
2521,1,110,14,33190.15,2023-07-28
2522,42,139,13,17596.85,2024-02-26
2523,1,70,9,293739.05,2023-10-27
2524,1,89,5,393390.0,09-07-2023
2525,46,55,8,835903.1,2024-11-09
2526,42,21,15,124467.1,30-11-2024
2527,9,142,7,5785.0,24-02-2024
2528,5,132,15,23445.0,18-06-2024
2529,10,82,1,49052.3,15-04-2024
2530,31,75,9,294915.0,07-03-2023
2531,48,104,13,45855.55,2024-06-16
2532,6,125,3,9695.7,10-09-2023
2533,13,18,14,372014.0,15-06-2024
2534,31,119,9,29302.0,20-01-2024
2535,12,69,8,344014.0,20-12-2024
2536,49,24,13,302018.0,06-07-2023
2537,23,136,12,23682.0,2024-05-29
2538,20,76,2,296396.0,2023-03-14
2539,31,17,14,186715.85,2024-10-20
2540,7,144,5,11071.0,2024-04-17
2541,10,101,13,5722.8,2023-01-24
2542,10,88,2,91839.35,2024-01-25
2543,22,116,8,20604.0,2024-02-09
2544,40,67,13,1059495.1,29-02-2024
2545,23,84,2,86848.0,2023-06-28
2546,49,125,2,6463.8,2023-11-09
2547,2,98,14,1111056.0,08-03-2024
2548,2,124,9,33929.0,28-10-2024
2549,44,17,1,13337.05,2024-05-18
2550,20,149,11,12800.0,2024-11-05
2551,4,127,11,17043.0,02-09-2023
2552,8,16,2,57011.4,2024-01-03
2553,24,150,1,1646.0,2024-06-10
2554,10,145,4,17399.0,29-06-2024
2555,17,58,9,979421.0,06-07-2023
2556,14,89,4,298976.4,2024-08-30
2557,45,47,3,18369.0,20-01-2023
2558,14,72,2,189362.55,2024-04-22
2559,47,86,5,444235.2,2023-11-27
2560,34,50,1,10712.2,10-09-2023
2561,36,55,12,1253853.7,09-11-2024
2562,14,84,2,82505.6,2023-05-16
2563,46,12,9,23309.2,2023-11-04
2564,29,42,5,28465.8,23-09-2024
2565,44,115,2,1661.0,18-06-2024
2566,46,132,7,10941.0,2023-11-01
2567,11,8,10,49842.0,28-10-2024
2568,25,133,6,11356.0,11-06-2024
2569,25,42,10,56931.6,2023-09-09
2570,32,3,8,72194.0,2024-01-19
2571,19,32,7,87517.0,2024-06-29
2572,3,2,13,181976.0,21-01-2024
2573,22,133,13,24605.0,28-06-2024
2574,4,92,4,355416.0,2024-06-14
2575,48,128,7,32555.0,22-07-2023
2576,14,62,4,388443.6,19-11-2023
2577,36,6,7,82741.0,12-12-2023
2578,36,20,2,61667.0,01-09-2024
2579,10,9,12,452642.7,2023-06-19
2580,14,141,5,22713.55,22-12-2023
2581,29,116,4,10302.0,02-10-2023
2582,35,132,1,1484.85,15-10-2024
2583,44,91,2,256283.4,02-07-2023
2584,48,58,12,1305895.0,2023-07-24
2585,36,65,10,255577.0,2023-07-26
2586,46,24,12,278786.0,2023-03-05
2587,20,105,11,3405.0,2024-08-15
2588,3,92,10,844113.95,26-07-2023
2589,7,88,4,183678.7,07-04-2023
2590,47,143,15,66546.0,14-02-2023
2591,26,74,8,657844.6,2023-03-05
2592,10,106,8,33325.05,23-12-2023
2593,4,109,10,6227.0,10-10-2024
2594,3,147,1,3030.0,2024-06-15
2595,45,69,5,215008.75,15-05-2024
2596,36,90,12,949168.0,24-01-2024
2597,3,72,10,996646.0,20-04-2023
2598,21,116,10,24467.25,2024-04-12
2599,35,6,5,56145.95,2023-10-28
2600,25,137,14,47397.0,01-07-2023
2601,32,110,1,2371.2,12-01-2024
2602,35,115,8,6312.75,02-01-2023
2603,7,61,6,168112.0,27-11-2023
2604,47,113,3,13185.0,07-10-2024
2605,2,123,5,13190.75,2024-03-19
2606,7,100,12,1192442.85,2023-05-22
2607,4,63,2,279915.0,02-10-2023
2608,11,93,9,904293.0,2024-08-09
2609,47,16,12,360072.0,2023-03-07
2610,6,89,11,822186.05,2024-09-17
2611,23,47,15,87251.8,05-11-2023
2612,35,12,14,36258.65,18-04-2024
2613,42,87,12,802319.0,2024-05-17
2614,27,34,8,37373.0,18-02-2024
2615,19,138,6,25098.0,01-03-2024
2616,30,3,4,36097.0,2024-07-07
2617,21,58,4,435298.0,2023-08-16
2618,42,107,12,17252.95,01-11-2023
2619,10,135,5,8223.0,2023-04-01
2620,38,16,3,90018.0,23-02-2023
2621,6,128,9,39763.2,2024-12-21
2622,27,116,11,26914.45,2023-01-03
2623,46,54,7,808206.8,21-04-2024
2624,19,49,2,25201.6,2024-01-08
2625,34,35,4,44022.0,11-06-2024
2626,45,50,10,112760.0,05-03-2023
2627,23,27,6,99069.0,2023-05-04
2628,10,109,10,6227.0,2023-03-12
2629,42,146,4,1884.8,15-05-2024
2630,42,43,15,526453.0,18-05-2023
2631,17,10,13,416430.0,2024-07-16
2632,24,135,5,8223.0,22-10-2023
2633,19,94,14,541986.4,01-08-2024
2634,35,47,3,17450.55,16-10-2024
2635,21,148,13,62212.0,22-12-2024
2636,15,78,5,578367.6,25-02-2023
2637,5,99,8,858133.0,2023-06-17
2638,2,9,6,226321.35,2024-12-31
2639,20,40,1,13474.8,05-10-2024
2640,43,113,6,25051.5,2023-11-10
2641,4,87,6,381101.05,2024-12-26
2642,36,49,8,106114.0,28-09-2024
2643,11,107,6,9080.0,08-01-2023
2644,32,75,3,93389.75,2023-05-13
2645,25,89,1,78678.0,2024-10-10
2646,42,83,6,768381.85,2023-08-21
2647,7,69,12,516021.0,2024-02-04
2648,39,42,8,45545.85,05-05-2023
2649,9,26,7,114932.9,2024-07-19
2650,42,70,10,326376.3,2024-06-08
2651,21,74,10,822306.7,31-03-2024
2652,18,81,15,1740615.65,16-05-2024
2653,25,83,13,1664827.5,2024-08-28
2654,42,3,13,111448.3,14-01-2024
2655,44,87,12,762203.05,01-07-2024
2656,49,72,1,94681.75,2023-08-02
2657,15,109,13,7690.25,2024-12-20
2658,14,73,6,858960.0,2024-07-14
2659,37,126,14,35605.05,2024-06-02
2660,9,35,4,44022.0,2023-10-11
2661,39,105,10,3095.0,27-10-2023
2662,25,119,11,35814.0,04-07-2024
2663,2,93,6,602862.0,08-08-2023
2664,31,117,11,42876.35,24-01-2023
2665,29,72,14,1395305.0,2023-08-16
2666,16,15,3,83699.0,30-09-2024
2667,47,20,15,462502.0,25-10-2023
2668,23,59,11,958828.0,2023-12-20
2669,19,93,1,100477.0,2024-06-15
2670,1,62,1,97110.9,2023-08-30
2671,25,131,10,9636.0,14-07-2024
2672,28,113,14,61529.0,2024-01-07
2673,15,139,7,9475.3,16-03-2023
2674,4,39,9,253360.25,03-11-2023
2675,49,85,6,219898.4,2023-12-08
2676,6,69,2,86003.5,21-01-2023
2677,4,104,1,3527.35,16-08-2024
2678,16,50,12,128546.4,25-10-2024
2679,25,29,12,416217.8,2024-10-10
2680,15,92,7,590880.05,2024-09-18
2681,38,36,9,193242.35,25-09-2024
2682,6,127,12,18592.0,2023-06-14
2683,48,102,4,3161.6,2023-10-25
2684,39,105,6,1764.15,2024-05-29
2685,36,33,15,100737.0,2024-02-24
2686,49,108,7,23419.0,05-01-2023
2687,22,52,12,156226.55,25-09-2024
2688,1,4,1,3212.9,31-10-2023
2689,39,128,12,55809.0,2024-05-13
2690,48,5,3,67456.65,2024-03-02
2691,6,103,2,3399.1,2024-10-20
2692,5,90,6,450854.8,14-02-2024
2693,26,82,15,774511.0,2023-08-20
2694,42,56,3,128966.0,2023-06-03
2695,35,107,11,16647.0,26-12-2024
2696,13,75,5,155649.9,03-02-2023
2697,44,70,14,456927.2,17-04-2023
2698,37,2,7,93087.65,18-12-2024
2699,13,41,12,127200.0,07-11-2024
2700,6,71,3,370995.9,2023-10-03
2701,26,48,7,103154.0,06-12-2023
2702,2,86,14,1309324.0,2023-02-28
2703,3,93,8,763625.2,20-01-2023
2704,36,71,7,911218.0,14-05-2023
2705,41,110,9,22460.0,2023-07-05
2706,18,150,7,10944.0,2023-11-07
2707,9,25,13,149761.8,11-01-2023
2708,4,25,7,84885.0,05-12-2023
2709,24,110,3,7112.65,2023-04-18
2710,14,136,3,5920.0,2023-12-22
2711,5,29,10,346847.85,2023-03-27
2712,3,1,3,94399.6,2023-11-21
2713,39,13,14,103036.05,2024-04-25
2714,41,150,9,14070.45,17-02-2023
2716,32,8,13,64794.0,2023-11-17
2718,6,109,8,4982.0,31-07-2023
2719,24,128,8,35345.7,22-11-2023
2720,18,92,10,844113.95,2023-05-16
2721,32,54,10,1215348.0,01-10-2024
2722,39,71,10,1236653.95,2023-03-03
2723,5,108,15,50183.0,2024-10-28
2724,34,137,5,16080.65,2023-12-19
2725,24,65,1,25558.0,26-05-2024
2726,6,81,3,348122.75,01-07-2024
2727,31,10,4,128132.0,2024-07-02
2728,10,89,13,1022815.0,17-10-2024
2729,45,105,10,3095.0,2023-01-06
2730,13,98,2,150785.9,05-07-2024
2731,10,54,3,346373.8,2024-08-23
2732,19,136,8,14998.6,23-02-2024
2733,22,94,3,116140.35,2023-11-28

2735,40,39,3,88898.0,04-08-2023
2736,21,35,4,44022.0,2024-01-17
2737,22,82,10,516340.0,2024-10-01
2738,48,140,13,38712.5,2024-09-14
2739,24,98,4,301572.75,2023-07-04
2740,33,107,13,18690.3,13-05-2024
2741,44,22,3,118359.0,2023-04-24
2742,25,13,6,46483.0,31-01-2024
2743,40,130,4,16576.0,30-09-2024
2744,26,73,13,1768025.05,2024-02-09
2745,30,5,15,337283.25,20-08-2023
2746,32,22,13,487242.65,2024-01-21
2747,23,33,11,73873.0,12-09-2024
2748,5,58,3,310150.3,2023-11-25
2749,25,135,5,8223.0,01-05-2023
2750,37,127,2,2944.05,2023-01-17
2751,4,112,15,31078.3,08-09-2023
2752,13,104,1,3713.0,2023-06-21
2753,33,78,5,578367.6,14-03-2023
2754,1,121,2,7019.55,14-04-2023
2755,7,124,9,32232.55,2023-07-19
2756,6,35,4,41820.9,26-12-2023
2757,28,98,9,714250.0,23-01-2024
2758,5,101,15,6951.0,2023-09-27
2759,8,28,10,142586.0,17-10-2024
2760,48,110,9,22460.0,13-03-2024
2761,6,35,4,41820.9,2023-05-10
2762,36,90,6,450854.8,2023-06-21
2763,17,40,11,156024.0,06-08-2023
2764,5,131,8,7323.55,2023-09-22
2765,31,35,15,156828.85,2024-02-29
2766,40,80,15,1938358.0,2024-10-25
2767,23,70,11,359014.5,2023-06-13
2768,7,62,9,873998.1,30-09-2024
2769,24,144,9,19927.0,06-09-2023
2770,20,139,13,17596.85,11-09-2024
2771,13,89,15,1121162.45,2023-04-21
2772,19,85,10,385787.0,2024-03-22
2773,4,127,14,21691.0,2023-09-15
2774,30,49,7,88207.5,2024-05-18
2775,47,79,12,793762.0,18-04-2023
2776,4,27,8,125487.4,05-06-2024
2777,21,104,1,3713.0,2024-01-08
2778,42,114,10,7993.0,30-10-2024
2779,38,30,9,290231.0,2023-12-09
2780,42,98,8,634889.0,2024-02-08
2781,9,62,10,1022220.0,28-06-2024
2782,35,65,2,51115.0,2024-08-01
2783,42,69,6,271590.0,25-05-2023
2784,14,105,10,3095.0,16-08-2023
2785,43,131,2,1830.65,2024-01-09
2786,31,32,2,25005.0,2023-10-14
2787,28,44,2,21614.0,2024-08-01
2788,6,96,12,847450.0,12-09-2024
2789,40,54,11,1270038.85,21-01-2024
2790,2,135,1,1645.0,2023-02-25
2791,5,50,4,42848.8,2024-01-19
2792,1,81,13,1508533.5,2024-01-25
2793,11,32,13,154405.4,04-11-2023
2794,9,139,3,4061.25,25-04-2023
2795,28,8,1,4734.8,2024-06-26
2796,6,11,13,471015.0,2024-08-31
2797,42,146,13,6125.6,2023-08-31
2798,8,23,5,55893.0,06-07-2024
2799,33,52,1,13018.8,23-03-2024
2800,37,126,5,12715.75,2024-08-16
2801,48,101,8,3521.65,2024-08-24
2802,31,133,8,14384.9,18-08-2023
2803,39,122,1,1255.9,22-08-2024
2804,6,93,4,401908.0,07-12-2023
2805,15,93,8,803816.0,18-04-2024
2806,44,20,7,205042.3,12-02-2024
2807,25,67,15,1222494.2,18-01-2024
2808,2,97,5,642841.25,2024-07-09
2809,12,36,2,42942.85,2023-05-29
2810,45,94,13,529761.0,2023-11-13
2811,8,41,4,40280.0,2024-10-31
2812,31,44,11,112931.25,11-11-2024
2813,46,26,14,229866.75,26-06-2023
2814,8,135,8,12498.2,03-07-2024
2815,27,137,14,45027.15,22-04-2023
2816,2,63,13,1728477.5,27-02-2024
2817,27,40,12,161697.6,26-01-2023
2818,23,30,4,128991.0,2023-09-24
2819,3,12,4,10905.0,2024-08-13
2820,12,1,13,409063.35,2023-04-27
2821,34,128,2,8835.95,2024-09-22
2822,48,133,1,1893.0,2023-04-04
2823,31,40,10,134748.0,17-05-2024
2824,11,78,9,1041061.3,2024-05-30
2825,12,150,2,3291.0,01-06-2024
2826,31,40,13,175173.35,24-10-2024
2827,45,13,6,44158.85,2023-07-02
2828,8,30,2,64496.0,2023-08-16
2829,33,52,9,123337.0,2024-01-06
2830,7,89,2,149488.2,2023-09-07
2831,48,82,15,774511.0,2024-11-28
2832,24,65,5,127788.0,2023-10-07
2833,12,19,13,213621.0,2023-07-15
2834,14,36,8,171770.45,2023-10-09
2835,47,35,13,143072.0,2023-12-31
2836,28,149,5,5527.1,2023-12-04
2837,10,148,4,19142.0,2024-02-26
2838,36,18,9,239152.0,11-12-2023
2839,49,21,14,122284.0,30-05-2024
2840,45,3,8,72194.0,2023-05-01
2841,48,111,14,56993.35,2023-02-28
2842,41,135,14,23023.0,20-01-2024
2843,13,26,15,259248.0,13-11-2023
2844,34,21,1,8298.25,2024-10-23
2845,43,90,7,553681.0,27-10-2023
2846,16,26,4,65676.35,2024-10-03
2847,39,143,2,8429.35,2023-07-24
2848,16,138,10,39738.5,29-04-2024
2849,29,17,11,154427.0,04-02-2023
2850,37,103,4,7157.0,2023-01-20
2851,28,127,7,10302.75,21-11-2024
2852,27,37,14,84948.0,2023-06-13
2853,35,123,4,11108.0,2024-04-10
2854,20,109,11,6850.0,2023-02-17
2855,36,102,11,9152.0,2024-11-14
2856,19,41,2,21200.0,2024-05-16
2857,24,23,3,33536.0,2023-07-06
2858,38,86,10,935231.0,2024-04-22
2859,24,8,9,42614.15,16-08-2023
2860,1,37,11,63407.75,03-02-2023
2861,16,115,15,12459.0,2023-06-01
2862,14,100,12,1192442.85,2023-07-15
2863,43,18,5,132862.0,07-01-2024
2864,27,20,6,175750.95,2024-05-02
2865,19,147,15,43178.45,2023-01-12
2866,45,13,12,88316.75,2023-03-17
2867,46,116,10,24467.25,2023-10-04
2868,42,64,6,669033.0,06-11-2024
2869,4,110,7,16595.55,31-08-2024
2870,26,62,15,1533330.0,2023-12-12
2871,8,107,13,19674.0,2024-11-04
2872,39,37,9,51878.55,2023-07-02
2873,28,49,10,132642.0,2024-11-08
2874,33,75,14,435819.15,2024-09-03
2875,1,52,15,205562.0,2023-09-26
2876,28,52,1,13704.0,2024-07-24
2877,26,29,7,255572.0,2023-10-17
2878,23,20,8,234334.6,08-02-2023
2879,5,115,8,6312.75,2024-09-17
2880,16,122,15,18845.15,28-03-2023
2881,18,133,11,20820.0,10-04-2023
2882,30,12,4,10359.75,19-06-2024
2883,31,65,14,357808.0,2023-11-01
2884,18,82,13,671243.0,2024-12-01
2885,40,83,5,640318.05,30-06-2024
2886,21,147,6,18180.0,2024-08-01
2887,20,61,9,239559.6,2023-12-30
2888,24,122,8,10051.0,11-01-2023
2889,30,80,12,1473151.7,2024-04-30
2890,27,106,4,17539.0,13-01-2024
2891,38,89,14,1046418.35,14-09-2024
2892,1,22,7,262361.5,2023-12-06
2893,49,99,2,203806.35,2024-04-28
2894,3,127,1,1549.0,15-01-2024
2895,19,45,12,118845.0,2023-04-26
2896,35,29,11,401614.0,27-10-2023
2897,17,47,1,6123.0,2023-12-20
2898,45,111,4,17141.0,03-05-2023
2899,10,85,9,347208.0,14-05-2023
2900,38,144,10,22141.0,10-05-2023
2901,19,78,2,243523.0,2024-11-12
2902,14,116,2,5151.0,01-04-2023
2903,22,42,5,29964.0,2023-08-04
2904,12,12,6,16357.0,2023-12-15
2905,6,84,5,217119.0,05-04-2024
2906,14,70,2,68711.0,16-05-2024
2907,13,134,10,44817.2,2024-05-18
2908,41,148,12,54555.65,17-01-2023
2909,16,61,13,346029.9,2024-09-11
2910,5,120,8,23746.2,2023-01-13
2911,6,7,6,111257.35,2023-12-24
2912,17,49,5,63004.95,29-06-2023
2913,36,25,9,103681.1,2023-09-02
2914,26,148,3,13639.15,02-01-2024
2915,24,68,7,444866.0,29-01-2024
2916,33,57,3,338553.4,2023-01-29
2917,34,7,11,214706.0,05-11-2023
2919,42,120,9,28120.0,2024-03-26
2920,19,50,2,21424.4,01-02-2023
2921,26,139,12,16244.05,2024-08-24
2922,41,94,13,503272.95,2023-03-04
2923,3,133,4,7571.0,09-06-2024
2924,8,51,1,64159.0,30-10-2023
2925,7,114,12,9591.0,2023-08-23
2926,14,69,10,430017.5,24-01-2024
2927,35,58,9,930449.95,30-04-2024
2928,20,65,1,24280.1,13-06-2024
2929,45,4,14,47346.0,2023-02-03
2930,48,109,14,8282.1,07-03-2023
2931,13,12,5,12949.45,10-02-2024
2932,9,41,9,90630.0,24-04-2023
2933,26,14,8,286489.0,18-08-2024
2934,7,127,7,10302.75,08-11-2023
2935,34,85,4,154315.0,03-03-2023
2936,32,130,10,41441.0,11-11-2024
2937,41,76,14,1971036.25,30-01-2024
2938,38,60,14,1522515.0,2024-03-01
2939,29,83,1,128063.8,2024-11-01
2940,5,10,2,64066.0,2023-11-24
2941,29,34,4,18686.5,2024-08-11
2942,5,136,6,11841.0,09-09-2023
2943,3,72,10,996646.0,2024-06-21
2944,45,54,13,1579953.0,24-11-2024
2945,4,56,13,558854.0,12-10-2024
2946,23,3,9,77157.1,03-12-2024
2947,18,7,15,292782.0,2023-11-24
2948,38,128,12,53018.55,2024-01-30
2949,41,38,8,201104.55,2024-10-09
2950,34,40,5,70920.0,10-11-2023
2951,15,115,2,1661.0,02-04-2023
2952,26,75,14,458757.0,08-02-2023
2953,45,26,14,241965.0,2024-06-30
2954,6,25,9,103681.1,2024-04-29
2955,20,130,2,8288.0,13-11-2024
2956,42,133,8,14384.9,2023-09-18
2957,8,16,4,114022.8,08-04-2024
2958,48,78,13,1503755.0,17-12-2024
2959,39,22,6,236717.0,2023-10-02
2960,37,143,1,4214.2,29-08-2024
2961,9,63,3,419873.0,26-09-2024
2962,33,148,10,45463.2,14-09-2024
2963,19,53,1,50991.25,19-07-2023
2964,28,56,8,326714.5,2024-07-25
2965,10,36,13,293818.0,2024-10-16
2966,27,74,7,575614.5,2024-05-26
2967,47,3,14,126339.0,2024-01-05
2968,13,81,1,116040.6,28-03-2023
2969,29,108,10,31783.2,04-10-2023
2970,43,101,2,927.0,17-05-2024
2971,17,146,2,992.0,12-05-2023
2972,21,31,1,8283.0,31-12-2024
2973,32,81,7,855039.0,2023-01-23
2974,41,111,11,47138.0,2023-09-02
2975,49,139,13,18523.0,25-12-2023
2976,8,31,5,41416.0,2024-06-23
2977,24,121,6,22166.0,27-01-2023
2978,4,101,10,4634.0,08-11-2023
2979,6,39,10,281511.6,2023-12-29
2980,43,42,14,83900.0,2023-12-27
2981,45,57,3,338553.4,2023-02-07
2982,14,52,14,182264.15,28-01-2024
2983,3,62,4,408888.0,2023-10-01
2984,43,121,14,49134.0,2024-12-05
